Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Juru (PB);...;-;3;-;50;540;-;-;-;-;-;...;11;-;45;549;-;-;-;-;-;405;19;-;-;714;-;-;-;-;900;-;-;-;-;-
Lagoa (PB);...;-;-;-;-;38;-;-;-;-;-;...;-;-;-;85;-;-;-;-;-;-;7;-;-;83;-;-;-;-;-;-;-;-;-;-
Lagoa de Dentro (PB);...;-;-;-;-;320;-;-;-;-;-;...;42;-;168;137;-;-;-;-;-;504;80;-;-;63;-;-;-;-;-;-;-;-;24;-
Lagoa Seca (PB);...;-;-;-;5280;3780;-;-;-;-;-;...;30;-;40;1042;-;-;-;-;-;2565;315;-;-;90;-;-;-;-;120;-;-;-;-;-
Lastro (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;234;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-
Livramento (PB);...;-;-;-;-;105;-;-;-;-;-;...;3;-;8;962;-;-;-;-;-;-;42;113;-;480;-;-;-;-;270;-;-;-;-;-
Logradouro (PB);...;-;15;-;-;214;-;-;-;-;-;...;4;-;101;159;-;-;-;-;-;315;72;-;-;107;-;-;-;-;-;-;-;-;-;-
Mãe d'Água (PB);...;-;-;-;-;144;-;-;-;-;-;...;18;-;184;540;-;-;-;-;-;43;42;-;-;312;-;-;-;-;108;-;-;-;-;-
Malta (PB);...;-;-;-;-;67;-;-;-;-;-;...;-;-;-;115;-;-;-;-;-;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-
Manaíra (PB);...;-;-;-;101;46;-;-;-;-;-;...;11;-;140;1614;-;-;-;-;-;115;50;-;-;1440;-;-;-;-;160;-;-;-;-;-
Mari (PB);...;-;-;-;91;1840;-;-;-;-;-;...;11;-;24;47;-;-;-;-;-;13040;84;-;-;38;-;-;-;-;-;-;-;-;23;-
Marizópolis (PB);...;-;-;-;396;-;-;-;-;-;-;...;-;-;-;70;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-
Massaranduba (PB);...;-;-;-;540;1280;-;-;-;-;-;...;50;-;2125;1980;-;-;-;-;-;980;48;-;-;1190;-;-;-;-;-;-;-;-;14;-
Matinhas (PB);...;-;-;-;2430;504;-;-;-;-;-;...;37;-;256;1356;-;-;-;-;-;810;39;-;-;450;-;-;-;-;-;-;-;-;-;-
Mato Grosso (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;375;-;-;-;-;-;-;14;-;-;144;-;-;-;-;-;-;-;-;-;-
Maturéia (PB);...;-;-;-;-;126;-;-;-;-;-;...;77;-;368;1337;-;-;-;-;-;64;-;-;-;936;-;-;-;-;-;-;-;-;-;-
Mogeiro (PB);...;-;-;3255;64;180;-;-;-;-;-;...;8;-;1600;2535;-;-;-;-;-;1360;53;-;-;3300;-;-;-;-;-;-;-;-;-;-
Montadas (PB);...;-;-;-;-;832;-;-;-;-;-;...;4;-;-;1661;-;-;-;-;-;318;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Monte Horebe (PB);...;-;-;20;33;160;-;-;-;-;-;...;-;-;70;560;-;-;-;-;-;-;-;-;-;314;-;-;-;-;600;-;-;-;-;-
Monteiro (PB);...;-;84;-;140;70;-;-;-;-;-;...;4;-;16;1001;-;-;-;-;-;32;63;30;-;600;-;-;-;-;2415;-;-;-;-;-
Mulungu (PB);...;-;-;-;96;576;-;-;-;-;-;...;11;-;184;991;-;-;-;-;-;728;80;-;-;1155;-;-;-;-;-;-;-;-;24;-
Natuba (PB);...;-;-;-;16200;101;-;-;-;-;-;...;4;-;128;464;-;-;-;-;-;144;52;-;-;255;-;-;-;-;450;-;-;-;-;9460
Nazarezinho (PB);...;-;-;-;583;768;-;-;-;-;-;...;-;-;-;423;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-
Nova Floresta (PB);...;-;-;-;-;-;-;-;-;-;-;...;22;-;175;286;-;-;-;-;-;162;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Nova Olinda (PB);...;-;-;-;72;42;-;-;-;-;-;...;-;-;-;148;-;-;-;-;-;-;30;-;-;160;-;-;-;-;-;-;-;-;-;-
Nova Palmeira (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;360;-;-;-;-;-;-;27;-;-;93;-;-;-;-;-;-;-;-;-;-
Olho d'Água (PB);...;-;3;-;79;53;-;-;-;-;-;...;-;-;-;340;-;-;-;-;-;10;21;72;-;540;-;-;-;-;-;-;-;-;-;-
Olivedos (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;16;72;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Ouro Velho (PB);...;-;8;-;-;42;-;-;-;-;-;...;-;-;16;20;-;-;-;-;-;13;22;-;-;50;-;-;-;-;276;-;-;-;-;-
Parari (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;95;-;-;-;-;-;-;38;-;-;126;-;-;-;-;432;-;-;-;-;-
Passagem (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;8;133;-;-;-;-;-;38;8;29;-;70;-;-;-;-;-;-;-;-;-;-
Patos (PB);...;-;-;-;-;420;-;-;-;-;-;...;-;-;-;518;-;-;-;-;-;29;63;153;48;312;-;-;-;-;-;-;-;-;-;-
Paulista (PB);...;-;-;-;270;480;-;-;-;-;-;...;-;-;-;163;-;-;-;-;-;-;45;-;-;86;-;-;-;-;-;-;-;-;-;-
Pedra Branca (PB);...;-;-;-;-;48;-;-;-;-;-;...;-;-;-;178;-;-;-;-;-;-;29;-;-;210;-;-;-;-;-;-;-;-;-;-
Pedra Lavrada (PB);...;-;-;-;-;54;-;-;-;-;-;...;-;-;96;470;-;-;-;-;-;75;-;-;-;546;-;-;-;-;-;-;-;-;-;-
Piancó (PB);...;-;-;-;-;48;-;-;-;-;-;...;-;-;-;622;-;-;-;-;-;-;60;-;-;520;-;-;-;-;-;-;-;-;-;-
Picuí (PB);...;-;14;-;-;140;-;-;-;-;-;...;93;-;-;2205;-;-;-;-;-;24;36;-;-;1040;-;-;-;-;-;-;-;-;-;-
Pilões (PB);...;-;-;-;33600;-;-;-;-;-;-;...;49;-;256;839;-;-;-;-;-;574;300;-;-;570;-;-;-;-;-;-;-;-;88;-
Pilõezinhos (PB);...;-;-;-;6307;272;-;-;-;-;-;...;78;-;104;225;-;-;-;-;-;1123;175;-;-;153;-;28;-;-;-;-;-;-;576;-
Pirpirituba (PB);...;-;-;-;972;173;-;-;-;-;-;...;48;-;118;139;-;-;-;-;-;597;196;-;-;84;-;165;-;-;-;-;-;-;112;-
Pocinhos (PB);...;-;-;-;-;290;-;-;-;-;-;...;4;-;68;931;-;-;-;-;-;77;-;-;-;216;-;-;-;-;-;-;-;-;-;-
Poço Dantas (PB);...;-;-;-;252;-;-;-;-;-;-;...;7;-;35;450;-;-;-;-;-;100;-;-;-;339;-;-;-;-;-;-;-;-;-;-
Poço de José de Moura (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-
Pombal (PB);...;-;14;-;702;-;-;-;-;-;-;...;-;-;-;210;-;-;-;-;-;-;60;-;-;64;-;-;-;-;-;-;-;-;-;-
Prata (PB);...;-;-;-;144;140;-;-;-;-;-;...;-;-;-;298;-;-;-;-;-;18;34;-;-;35;-;-;-;-;540;-;-;-;-;-
Princesa Isabel (PB);...;-;2;-;102;53;-;-;-;-;-;...;-;-;105;1891;-;-;-;-;-;2106;34;-;-;2100;-;-;-;-;192;-;-;-;-;-
Puxinanã (PB);...;-;-;-;72;800;-;-;-;-;-;...;15;-;1920;1286;-;-;-;-;-;4320;14;-;-;600;-;-;-;-;-;-;-;-;-;-
Queimadas (PB);...;-;-;-;-;180;-;-;-;-;-;...;4;-;1710;671;-;-;-;-;-;35;36;-;-;1800;-;-;-;-;1320;-;-;-;-;-
Quixaba (PB);...;-;-;-;17;98;-;-;-;-;-;...;3;-;-;180;-;-;-;-;-;5;11;64;-;90;-;-;-;-;-;-;-;-;-;-
Remígio (PB);...;-;202;36;1632;418;-;-;-;-;-;...;-;-;170;666;-;-;-;-;-;150;93;-;-;247;-;-;-;-;-;-;-;-;-;-
Riachão (PB);...;-;-;-;-;105;-;-;-;-;-;...;-;-;51;1199;-;-;-;-;-;90;-;-;-;504;-;-;-;-;-;-;-;-;-;-
Riachão do Bacamarte (PB);...;-;4;-;-;48;-;-;-;-;-;...;-;-;128;130;-;-;-;-;-;39;-;-;-;168;-;-;-;-;-;-;-;-;-;-
Riachão do Poço (PB);...;-;-;85;-;648;-;-;-;-;-;...;11;-;80;63;-;-;-;-;-;648;96;-;-;80;-;-;-;-;-;-;-;-;-;-
Riacho de Santo Antônio (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;8;9;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-
Riacho dos Cavalos (PB);...;-;-;-;-;45;-;-;-;-;-;...;-;-;-;540;-;-;-;-;-;-;-;-;-;672;-;-;-;-;-;-;-;-;-;-
Salgadinho (PB);...;-;-;-;-;-;-;-;-;-;-;...;22;-;-;374;-;-;-;-;-;-;-;-;-;279;-;-;-;-;-;-;-;-;-;-
Salgado de São Félix (PB);...;-;27;-;160;36;-;-;-;-;-;...;4;-;56;45;-;-;-;-;-;68;-;-;-;224;-;-;-;-;269;-;-;-;-;-
Santa Cecília (PB);...;-;-;-;-;8;-;-;-;-;-;...;4;-;7;23;-;-;-;-;-;120;64;-;-;128;-;-;-;-;-;-;-;-;-;-
Santa Cruz (PB);...;-;-;-;90;-;-;-;-;-;-;...;-;-;-;180;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-
Santa Helena (PB);...;-;-;-;804;-;-;-;-;-;-;...;-;-;-;900;-;-;-;-;-;-;-;-;-;768;-;-;-;-;-;-;-;-;-;-
Santa Inês (PB);...;-;-;-;-;70;-;-;-;-;-;...;-;-;-;326;-;-;-;-;-;-;-;-;-;132;-;-;-;-;66;-;-;-;-;-
Santa Luzia (PB);...;-;-;-;-;112;-;-;-;-;-;...;4;-;-;360;-;-;-;-;-;-;18;-;-;210;-;-;-;-;-;-;-;-;-;-
Santana de Mangueira (PB);...;-;18;-;-;60;-;-;-;-;-;...;-;-;-;570;-;-;-;-;-;-;60;-;-;840;-;-;-;-;-;-;-;-;-;-
Santana dos Garrotes (PB);...;-;31;-;-;86;-;-;-;-;-;...;-;-;-;222;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-
Joca Claudino (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;215;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-
Santa Teresinha (PB);...;-;-;-;-;70;-;-;-;-;-;...;-;-;-;115;-;-;-;-;-;-;1163;58;300;720;-;-;-;-;-;-;-;-;-;-
Santo André (PB);...;-;-;-;-;-;-;-;-;-;-;...;4;-;16;40;-;-;-;-;-;7;45;-;-;75;-;-;-;-;125;-;-;-;-;-
São Bento (PB);...;-;48;-;-;96;-;-;-;-;-;...;-;-;-;235;-;-;-;-;-;-;14;-;-;117;-;-;-;-;-;-;-;-;-;-
São Bentinho (PB);...;-;-;-;-;60;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-
São Domingos do Cariri (PB);...;-;-;-;162;28;-;-;-;-;-;...;4;-;-;91;-;-;-;-;-;-;56;-;-;36;-;-;-;-;640;-;-;-;-;-
São Domingos (PB);...;-;-;-;-;56;-;-;-;-;-;...;-;-;-;95;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-
São Francisco (PB);...;-;13;-;-;-;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-
São João do Cariri (PB);...;-;-;-;-;128;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;-;17;-;-;8;-;-;-;-;440;-;-;-;-;-
São João do Tigre (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;16;91;-;-;-;-;-;14;-;-;-;12;-;-;-;-;-;-;-;-;-;-
São José da Lagoa Tapada (PB);...;-;-;-;324;60;-;-;-;-;-;...;-;-;-;480;-;-;-;-;-;-;-;-;-;323;-;-;-;-;-;-;-;-;-;-
São José de Caiana (PB);...;-;18;-;-;22;-;-;-;-;-;...;-;-;56;386;-;-;-;-;-;32;-;-;-;270;-;-;-;-;-;-;-;-;-;-
São José de Espinharas (PB);...;-;10;-;42;63;-;-;-;-;-;...;-;-;-;855;-;-;-;-;-;-;42;510;158;540;-;-;-;-;300;-;-;-;-;-
São José dos Ramos (PB);...;-;-;299;-;1680;-;-;-;-;-;...;-;-;720;245;-;-;-;-;-;1301;48;-;-;112;-;-;-;-;-;-;-;-;-;-
São José de Piranhas (PB);...;-;-;-;252;168;-;-;-;-;-;...;8;-;23;523;-;-;-;-;-;-;36;-;-;767;-;-;-;-;375;-;-;-;-;-
São José de Princesa (PB);...;-;-;-;450;48;-;-;192;192;-;...;14;-;105;854;-;-;-;-;-;166;-;-;-;966;-;-;-;-;675;-;-;-;-;-
São José do Bonfim (PB);...;-;-;-;-;151;-;-;-;-;-;...;4;-;-;205;-;-;-;-;-;-;42;255;-;88;-;-;-;-;-;-;-;-;-;-
São José do Brejo do Cruz (PB);...;-;20;-;-;-;-;-;-;-;-;...;-;-;-;288;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-
São José do Sabugi (PB);...;-;-;-;-;112;-;-;-;-;-;...;4;-;-;192;-;-;-;-;-;-;-;58;-;90;-;-;-;-;-;-;-;-;-;-
São José dos Cordeiros (PB);...;-;22;-;-;-;-;-;-;-;-;...;4;-;-;131;-;-;-;-;-;-;-;-;-;58;-;-;-;-;1440;-;-;-;-;-
São Mamede (PB);...;-;-;-;-;140;-;-;-;-;-;...;-;-;-;518;-;-;-;-;-;-;42;173;-;180;-;-;-;-;-;-;-;-;-;-
São Sebastião de Lagoa de Roça (PB);...;-;-;-;221;2280;-;-;-;-;-;...;-;-;210;608;-;-;-;-;-;693;-;-;-;91;-;-;-;-;-;-;-;-;-;-
São Sebastião do Umbuzeiro (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;53;-;-;-;-;-;-;36;-;-;24;-;-;-;-;246;-;-;-;-;-
São Vicente do Seridó (PB);...;-;-;-;-;118;-;-;-;-;-;...;7;-;-;470;-;-;-;-;-;-;-;-;-;640;-;-;-;-;-;-;-;-;-;-
Serra Branca (PB);...;-;-;-;-;56;-;-;-;-;-;...;4;-;8;197;-;-;-;-;-;-;22;-;-;74;-;-;-;-;330;-;-;-;-;-
Serra da Raiz (PB);...;-;-;-;504;120;-;-;-;-;-;...;30;-;109;234;-;-;-;-;-;461;42;-;-;45;-;28;-;-;-;-;-;-;96;-
Serra Grande (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;63;359;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-
Serra Redonda (PB);...;-;-;-;67;158;-;-;-;-;-;...;40;-;255;291;-;-;-;-;-;470;91;-;-;120;-;-;-;-;-;-;-;-;-;-
Serraria (PB);...;-;-;-;8687;252;-;-;-;-;-;...;81;-;96;238;-;-;-;-;-;840;192;-;-;101;-;28;-;-;-;-;-;-;216;-
Sertãozinho (PB);...;-;-;-;163;164;-;-;-;-;-;...;7;-;134;142;-;-;-;-;-;720;77;-;-;29;-;-;-;-;-;-;-;-;34;-
Sobrado (PB);...;-;-;336;85;1200;-;-;-;-;-;...;7;-;48;86;-;-;-;-;-;1148;63;-;-;15;-;-;-;-;-;-;-;-;-;-
Solânea (PB);...;-;-;-;1904;476;-;-;-;-;-;...;7;-;238;1287;-;-;-;-;-;810;77;-;-;660;-;-;-;-;-;-;-;-;-;-
Soledade (PB);...;-;-;-;-;84;-;-;-;-;-;...;-;-;77;609;-;-;-;-;-;44;-;-;-;504;-;-;-;-;1050;-;-;-;-;-
Sossêgo (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;135;106;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-
Sousa (PB);...;-;1680;-;7863;-;-;-;-;-;-;...;-;-;-;920;-;-;-;-;-;-;101;-;-;2138;-;-;140;-;-;-;-;-;-;-
Sumé (PB);...;-;-;-;162;126;-;-;-;-;-;...;4;-;-;225;-;-;-;-;-;56;53;77;-;177;-;-;-;-;3600;-;-;-;-;-
Tacima (PB);...;-;540;-;-;242;-;-;-;-;-;...;7;-;208;626;-;-;-;-;-;150;29;-;-;990;-;-;-;-;-;-;-;-;-;-
Taperoá (PB);...;-;-;-;-;105;-;-;-;-;-;...;-;-;-;346;-;-;-;-;-;-;16;-;-;324;-;-;-;-;1050;-;-;-;-;-
Tavares (PB);...;-;-;-;202;-;-;-;-;-;-;...;11;-;-;2116;-;-;-;-;-;648;42;-;-;3024;-;-;-;-;180;-;-;-;-;-
Teixeira (PB);...;-;-;-;-;288;-;-;-;-;-;...;72;-;128;2610;-;-;-;-;-;141;42;-;-;1008;-;-;-;-;216;-;-;-;-;-
Tenório (PB);...;-;-;-;-;-;-;-;-;-;-;...;11;-;15;277;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-
Triunfo (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;8;576;-;-;-;-;-;-;-;-;-;540;-;-;-;-;-;-;-;-;-;-
Uiraúna (PB);...;-;-;-;101;-;-;-;-;-;-;...;-;-;-;1018;-;-;-;-;-;-;-;-;-;1283;-;-;-;-;-;-;-;-;-;-
Umbuzeiro (PB);...;-;-;-;-;126;-;-;-;-;-;...;-;-;104;780;-;-;-;-;-;-;21;-;-;60;-;-;-;-;-;-;-;-;-;-
Várzea (PB);...;-;-;-;-;53;-;-;-;-;-;...;-;-;-;218;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-
Vieirópolis (PB);...;-;6;-;-;14;-;-;-;-;-;...;-;-;-;461;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;-;-;-;-
Zabelê (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;38;-;-;-;-;-;-;42;-;-;11;-;-;-;-;-;-;-;-;-;-
Afogados da Ingazeira (PE);...;-;12;-;276;254;-;-;-;-;-;...;21;-;36;1477;-;-;-;-;-;720;42;-;-;1499;-;-;-;-;735;-;-;-;-;-
Afrânio (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;210;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-
Agrestina (PE);...;-;-;-;110;264;-;-;-;-;-;...;-;-;56;720;-;-;-;-;-;540;-;-;-;690;-;-;-;-;-;-;-;-;-;-
Águas Belas (PE);...;-;-;-;1412;42;-;-;-;-;-;...;-;-;10;4547;-;-;-;-;-;264;-;-;-;14;-;-;-;-;-;-;-;-;-;-
Alagoinha (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;38;-;-;-;-;-;912;-;-;-;44;-;-;-;-;-;-;-;-;-;-
Aliança (PE);...;-;-;-;605;149;-;-;-;-;-;...;-;-;-;24;-;-;-;-;-;972;-;-;-;6;-;-;-;-;-;-;-;-;-;-
Altinho (PE);...;-;-;-;1620;1680;-;-;-;-;-;...;-;-;-;405;-;-;-;-;-;2000;-;-;-;459;-;-;-;-;-;-;-;-;-;-
Angelim (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;13;365;-;-;-;-;-;1058;-;-;-;10;-;-;-;-;-;-;-;-;-;-
Araripina (PE);...;-;-;-;104;272;-;-;-;-;-;...;-;-;-;8095;-;-;-;-;-;47471;-;-;-;14174;-;-;-;-;2430;-;-;-;-;-
Arcoverde (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;28;103;-;-;-;-;-;43;-;-;-;146;-;-;-;-;1150;-;-;-;-;-
Belém do São Francisco (PE);...;-;-;-;5975;-;-;-;-;-;-;...;-;-;-;166;-;-;-;-;-;560;273210;221;11520;100;-;-;-;-;1569;-;-;-;-;-
Belo Jardim (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;577;-;-;-;-;-;900;-;-;-;51;-;-;-;-;-;-;-;-;-;-
Betânia (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;950;-;-;-;-;-;126;-;275;-;325;-;-;-;-;160;-;-;-;-;-
Bezerros (PE);...;-;-;-;226;111;-;-;-;-;-;...;-;-;-;624;-;-;-;-;-;-;-;-;-;432;-;-;-;-;-;-;-;-;-;-
Bodocó (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2421;-;-;-;-;-;4212;-;-;-;5098;-;-;-;-;-;-;-;-;-;-
Bom Conselho (PE);...;-;-;-;17776;8003;-;-;-;-;-;...;-;-;33;792;-;-;-;-;-;1063;-;-;-;5462;-;-;-;-;-;-;-;-;-;-
Bom Jardim (PE);...;-;-;-;6003;102;-;-;-;-;-;...;-;-;1749;724;-;-;-;-;-;2011;-;-;-;1328;-;-;-;-;-;-;-;-;-;-
Brejão (PE);...;-;-;-;187;367;-;-;-;-;-;...;-;-;96;564;-;-;-;-;-;140;-;-;-;90;-;-;-;-;-;-;-;-;-;-
Brejinho (PE);...;-;-;-;120;128;-;-;-;-;-;...;16;-;58;941;-;-;-;-;-;743;30;-;-;880;-;-;-;-;336;-;-;-;-;-
Brejo da Madre de Deus (PE);...;-;-;-;378;800;-;-;25;25;-;...;2;-;4;6;-;-;-;-;-;200;30;-;-;30;-;-;-;-;1280;-;-;-;-;-
Buenos Aires (PE);...;-;-;-;2214;-;-;-;-;-;-;...;-;-;129;-;-;-;-;-;-;788;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Buíque (PE);...;-;-;-;-;4893;-;-;-;-;-;...;15769;-;-;309;-;-;-;-;-;1876;-;-;-;70;-;-;-;-;-;-;-;-;-;-
Cabrobó (PE);...;-;-;-;6024;-;-;-;-;-;-;...;-;-;-;291;-;-;-;-;-;2622;5620;2824;964;1915;-;-;-;-;20430;-;-;-;-;-
Cachoeirinha (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;600;-;-;-;267;-;-;-;-;-;-;-;-;-;-
Caetés (PE);...;-;-;-;-;100;-;-;-;-;-;...;-;-;32;13603;-;-;-;-;-;7852;-;-;-;220;-;-;-;-;-;-;-;-;-;-
Calçado (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;30;5538;-;-;-;-;-;2825;-;-;-;156;-;-;-;-;-;-;-;-;-;-
Calumbi (PE);...;-;-;-;132;-;-;-;-;-;-;...;-;-;-;96;-;-;-;-;-;22;-;4;-;75;-;-;-;-;-;-;-;-;-;-
Camocim de São Félix (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;132;-;-;-;-;-;808;-;-;-;-;-;-;-;-;11954;-;-;-;-;-
Camutanga (PE);...;-;-;-;1170;128;-;-;-;-;-;...;-;-;15;-;-;-;-;-;-;313;286;-;-;-;-;-;-;-;-;-;-;-;-;-
Canhotinho (PE);...;-;-;-;504;193;-;-;-;-;-;...;-;-;163;2894;-;-;-;-;-;443;-;175;-;96;-;-;-;-;-;-;-;-;-;-
Capoeiras (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;13;1909;-;-;-;-;-;700;-;-;-;4;-;-;-;-;-;-;-;-;-;-
Carnaíba (PE);...;-;-;-;230;287;-;-;-;-;-;...;148;-;90;3429;-;-;-;-;-;1512;48;-;-;3900;-;-;-;-;-;-;-;-;-;-
Carnaubeira da Penha (PE);...;-;-;-;39;-;-;-;-;-;-;...;-;-;38;518;-;-;-;-;-;358;-;-;-;612;-;-;-;-;-;-;-;-;-;-
Carpina (PE);...;-;-;-;238;152;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;668;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caruaru (PE);...;-;-;-;600;552;-;-;-;-;-;...;4;-;-;484;-;-;-;-;-;1448;35;-;-;1458;-;-;-;-;-;-;-;-;-;-
Casinhas (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;189;463;-;-;-;-;-;543;-;-;-;269;-;-;-;-;-;-;-;-;-;-
Cedro (PE);...;-;-;-;155;60;-;-;-;-;-;...;-;-;-;1342;-;-;-;-;-;550;-;-;-;11706;-;-;-;75;25420;-;-;-;-;-
Chã Grande (PE);...;-;-;-;122;-;-;-;-;-;-;...;-;-;-;153;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-
Correntes (PE);...;-;-;-;224;25251;-;-;-;-;-;...;-;-;104;4404;-;-;-;-;-;175;-;-;-;16;-;-;-;-;-;-;-;-;231;-
Cumaru (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;340;627;-;-;-;-;-;71;-;-;-;699;-;-;-;-;-;-;-;-;-;-
Cupira (PE);...;-;-;-;-;220;-;-;-;-;-;...;-;-;-;54;-;-;-;-;-;1680;-;-;-;30;-;-;-;-;-;-;-;-;-;-
Custódia (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1148;-;-;-;-;-;132;-;1192;-;1856;-;-;-;-;864;-;-;-;-;-
Dormentes (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;460;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-
Exu (PE);...;-;-;-;-;-;-;-;84;84;-;...;-;-;-;5975;-;-;-;-;-;15280;-;-;-;1274;-;-;-;-;-;-;-;-;-;-
Feira Nova (PE);...;-;-;-;-;403;-;-;-;-;-;...;-;-;81;19;-;-;-;-;-;2998;-;-;-;34;-;-;-;-;-;-;-;-;-;-
Ferreiros (PE);...;-;-;-;290;284;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;169;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Flores (PE);...;-;-;-;156;-;-;-;-;-;-;...;90;-;18;2232;-;-;-;-;-;385;-;40;-;1200;-;-;-;4;500;-;-;-;-;250
Floresta (PE);...;-;-;-;239;-;-;-;-;-;-;...;-;-;-;324;-;-;-;-;-;-;-;413;4542;88;-;-;-;-;11556;-;-;-;-;-
Frei Miguelinho (PE);...;-;-;-;-;59;-;-;-;-;-;...;-;-;23;192;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-
Garanhuns (PE);...;-;-;-;128;142;-;-;330;330;-;...;-;-;74;2356;-;-;-;-;-;1572;-;144;-;1404;-;-;-;-;3361;-;-;-;-;284
Glória do Goitá (PE);...;-;-;-;1620;868;-;-;-;-;-;...;-;-;182;-;-;-;-;-;-;5112;-;-;-;-;-;-;-;-;-;-;-;-;20;-
Granito (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;29;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-
Gravatá (PE);...;-;-;-;374;-;-;-;-;-;-;...;-;-;-;36480;-;-;-;-;-;172;-;-;-;-;-;-;-;-;326;-;-;-;-;-
